epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,13443.6,1.58807,0.82994,0.82738,0.91662,0.82909,0.88944,0.45601,1.75192,0.87732,0.88801,0.0001981,0.0001981,0.0001981
83,13613.3,1.54604,0.81012,0.8128,0.90233,0.83968,0.89248,0.4517,1.76632,0.8756,0.88848,0.0001882,0.0001882,0.0001882
84,13779.2,1.50866,0.7924,0.83088,0.93317,0.84216,0.9054,0.4642,1.74713,0.86637,0.88752,0.0001783,0.0001783,0.0001783
85,13945,1.52171,0.78577,0.82668,0.92912,0.84209,0.90204,0.45426,1.74033,0.87551,0.88668,0.0001684,0.0001684,0.0001684
86,14111.6,1.49642,0.76349,0.81782,0.93949,0.81969,0.89397,0.4588,1.73874,0.88176,0.88862,0.0001585,0.0001585,0.0001585
87,14276.7,1.49575,0.77633,0.82805,0.96016,0.80034,0.89579,0.45301,1.76044,0.87738,0.89167,0.0001486,0.0001486,0.0001486
88,14443.3,1.55501,0.80558,0.8169,0.92671,0.8247,0.89813,0.45474,1.74849,0.88412,0.8886,0.0001387,0.0001387,0.0001387
89,14613,1.49851,0.77686,0.82586,0.94029,0.81946,0.89849,0.45483,1.75282,0.8755,0.8889,0.0001288,0.0001288,0.0001288
90,14791.5,1.5308,0.80545,0.82049,0.92621,0.83204,0.89681,0.4606,1.72576,0.86439,0.88555,0.0001189,0.0001189,0.0001189
91,14958.2,1.46247,0.78233,0.84382,0.89395,0.83701,0.89522,0.45022,1.76724,0.89074,0.89176,0.000109,0.000109,0.000109
92,15124.6,1.4069,0.7162,0.85122,0.92584,0.81817,0.88588,0.45682,1.75062,0.89363,0.89301,9.91e-05,9.91e-05,9.91e-05
93,15289.9,1.42496,0.73119,0.84602,0.94391,0.79653,0.88602,0.44966,1.76848,0.89833,0.8962,8.92e-05,8.92e-05,8.92e-05
94,15460.7,1.42551,0.73382,0.83072,0.90435,0.83454,0.89405,0.45563,1.75116,0.89736,0.89511,7.93e-05,7.93e-05,7.93e-05
95,15624.1,1.41299,0.70967,0.85008,0.93819,0.82857,0.89824,0.45784,1.76696,0.89593,0.89648,6.94e-05,6.94e-05,6.94e-05
96,15793.5,1.3947,0.70814,0.83742,0.93691,0.81564,0.89687,0.45739,1.74585,0.88036,0.89308,5.95e-05,5.95e-05,5.95e-05
97,15958.6,1.38796,0.70954,0.8368,0.92509,0.82929,0.90069,0.46217,1.73445,0.87005,0.89022,4.96e-05,4.96e-05,4.96e-05
98,16128.9,1.37217,0.68495,0.83362,0.91965,0.83346,0.89977,0.45993,1.74489,0.87026,0.89236,3.97e-05,3.97e-05,3.97e-05
99,16295.9,1.38474,0.70524,0.83059,0.92789,0.83274,0.90076,0.46379,1.73646,0.86735,0.89081,2.98e-05,2.98e-05,2.98e-05
100,16467.4,1.3485,0.68128,0.8353,0.93626,0.83232,0.90691,0.46701,1.7271,0.86052,0.88999,1.99e-05,1.99e-05,1.99e-05
